entropy 1is 0.496473
entropy 2is 0.496473
entropy 3is 0.496473
entropy 4is 0.494026
entropy 5is 0.494026
entropy 6is 0.496473
entropy 7is 0.494026
entropy 8is 0.494026
entropy 9is 0.494026
entropy 10is 0.491503
entropy 11is 0.488906
entropy 12is 0.491503
entropy 13is 0.494026
entropy 14is 0.494026
entropy 15is 0.496473
entropy 16is 0.496473
entropy 17is 0.496473
entropy 18is 0.496473
entropy 19is 0.498843
entropy 20is 0.498843
entropy 21is 0.498843
entropy 22is 0.498843
entropy 23is 0.498843
entropy 24is 0.501137
entropy 25is 0.501137
entropy 26is 0.501137
entropy 27is 0.503353
entropy 28is 0.503353
entropy 29is 0.50549
entropy 30is 0.503353
entropy 31is 0.503353
entropy 32is 0.501137
entropy 33is 0.503353
entropy 34is 0.50549
entropy 35is 0.50549
entropy 36is 0.507548
entropy 37is 0.507548
entropy 38is 0.507548
entropy 39is 0.507548
entropy 40is 0.507548
entropy 41is 0.50549
entropy 42is 0.503353
entropy 43is 0.501137
entropy 44is 0.501137
entropy 45is 0.501137
entropy 46is 0.498843
entropy 47is 0.498843
entropy 48is 0.498843
entropy 49is 0.496473
entropy 50is 0.496473
entropy 51is 0.496473
entropy 52is 0.494026
entropy 53is 0.496473
entropy 54is 0.496473
entropy 55is 0.496473
entropy 56is 0.496473
entropy 57is 0.494026
entropy 58is 0.491503
entropy 59is 0.488906
entropy 60is 0.486234
entropy 61is 0.488906
entropy 62is 0.491503
entropy 63is 0.488906
entropy 64is 0.486234
entropy 65is 0.488906
entropy 66is 0.491503
entropy 67is 0.494026
entropy 68is 0.491503
entropy 69is 0.488906
entropy 70is 0.491503
entropy 71is 0.494026
entropy 72is 0.496473
entropy 73is 0.496473
entropy 74is 0.496473
entropy 75is 0.496473
entropy 76is 0.498843
entropy 77is 0.498843
entropy 78is 0.498843
entropy 79is 0.498843
entropy 80is 0.496473
entropy 81is 0.498843
entropy 82is 0.501137
entropy 83is 0.498843
entropy 84is 0.496473
entropy 85is 0.496473
entropy 86is 0.496473
entropy 87is 0.494026
entropy 88is 0.496473
entropy 89is 0.496473
entropy 90is 0.496473
entropy 91is 0.496473
entropy 92is 0.496473
entropy 93is 0.496473
entropy 94is 0.498843
entropy 95is 0.501137
entropy 96is 0.498843
entropy 97is 0.501137
entropy 98is 0.501137
entropy 99is 0.498843
entropy 100is 0.498843
